,content,label,start
448,chất_lượng sản_phẩm được phải chi có màu rêu,POS,4
449,tất_cả đều ok,POS,4
450,áo đẹp,POS,4
451,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh con dc shop tang qua nua,POS,5
452,chiều rộng giữa 2 chân hơi ngắn khi ngồi sau trên xe_máy thấy hơi khó_chịu,NEG,2
453,tuyệt_vời ạ huhu sẽ còn ủng_hộ shop dài_dài,POS,5
454,sp chất_lượng,POS,4
455,sản_phẩm rất là chất_lượng đóng goid rất là đẹp gọn_gàng nên mua hàng ở đây rất uy_tín,POS,5
456,chất_lượng sản_phẩm quá tệ,NEG,1
457,chất_lượng sản_phẩm tạm dc hơi chật mik 45 kg thấy hơi chật cổ bị rộng,NEG,2
460,size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất_cả đều rất hài_lòng,POS,4
461,chất_lượng sp tốt tuyệt_vời,POS,5
462,chất vải rất mỏng màu cũng xấu không không đẹp không đẹp như hình,NEG,2
463,y hình chuẩn đẹp chất_lượng sản_phẩm tuyệt_vời,POS,5
464,áo rất đẹp anh_chị shop rất nhiệt_tình đóng_gói rất đẹp cảm_ơn anh_chị shop,POS,5
465,hàng y hình thời_gian giao hàng nhanh vải mỏng,POS,4
467,ống tay xấu,NEG,1
469,chất_lượng sản_phẩm tuyệt_vời,POS,5
472,áo đẹp ok,POS,5
473,cho 5 *,POS,5
474,áo rất đẹp thời_gian giao hàng rất nhanh,POS,5
475,áo đẹp giá rẻ,POS,4
476,nói_chung mình thấy ok,POS,5
477,áo chất đẹp thích_hợp đi chơi giao hành nhanh nv tư_vấn nhiệt_tình,POS,5
478,phù_hợp giá tiền,POS,5
479,sản_phẩm k giống hình lắm mặc 2 lần dạn hết đường chỉ,NEG,2
480,shop phục_vụ rất tốt rất đáng tiền,POS,5
481,e thích lắm,POS,4
482,giống hình đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
484,chất thì dc mà form ko chuẩn sz xl ghi 53 68 kg mà 55 kg mặc thấy k dc thoải_mái 2 c màu_ghi thì chật k mặc dc,NEG,2
485,đóng gói còn tốt nữa,POS,5
486,vận_chuyển siêu nhanh,POS,5
487,chất_liệu vải k co_giãn,NEG,1
488,éo ra j,NEG,1
489,nắp túi bị lệch,NEG,1
491,áo nhỏ quá,NEG,2
492,áo vải rất đẹp,POS,5
493,shop phục_vụ rất tốt,POS,5
494,hàng đẹp chủ_shop nhiệt_tình,POS,5
495,chúc shop càng_ngày_càng đắt_hàng <3,POS,5
496,chất_lượng sản_phẩm tuyệt_vời phọt hơi rộng nhưng vãi mềm rất đáng tiền,POS,4
497,ko giao vẫn tính tiền,NEG,1
498,ủng_hộ shop 5 sao,POS,5
499,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,POS,5
501,giao sai size quân nhưng liên_hệ với shop không bắt máy,NEG,1
502,địu chắc_chắn thoáng đỡ mỏi tay nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn,POS,5
503,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS,5
504,giao hàng nhanh áo xinh như hình mỗi tội hơi mỏng xíu,POS,4
505,dc chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
506,mặc rất thích 3,POS,5
507,giá_cả chấp_nhận được thời_gian giao hàng rất nhanh,POS,5
508,sẽ ủng_hộ shop dài_dài,POS,5
509,áo dày_dặn và đẹp giống hình,POS,5
510,chúc c luôn đắt hàng,POS,5
511,quần cực_kì đẹp,POS,5
514,phơi nắng r mà ko thấy sáng,NEG,1
515,mình thấy rất êm chân,POS,5
516,thái_độ phục_vụ ok,POS,5
517,mình mặc vào nhìn như cái váy chống nắng ý,NEG,2
518,nói_chung thất_vọng về sp,NEG,2
519,màu hơi tối hơn so với ảnh sản_phẩm,NEG,2
520,sp chất_lượng ngon giá rẻ hơn các chỗ khác,POS,4
521,quần cũng ok đẹp,POS,4
522,chất_lượng sản_phẩm tuyệt_vời rất ok pin ổn nên mua nha mọi người 5 sao,POS,5
523,phí tiền,NEG,1
524,vải mỏng và hơi ngắn thời_gian giao hàng tạm được,NEG,2
525,về giặt túi là vứt luôn,NEG,1
526,hàg y hình,POS,5
527,đóng gói sản_phẩm chắc_chắn,POS,4
528,đặt3 giao 1 làm_ăn vậy lun,NEG,1
529,dây yếm hơi dài và có chỗ bị sứt_chỉ,NEG,1
530,hàng đẹp gía rẻ sẽ tiếp_tục ủng_hộ,POS,5
531,giao hàng nhanh,POS,5
532,vừa với giá tiền,POS,5
533,chứ vậy sẽ mất uy_tín lắm,NEG,2
535,giao hàng nhanh,POS,5
536,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn,POS,5
537,quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,NEG,1
538,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,5
539,hàng dễ_thương lắm đáng yêu cực đáng đồng_tiền bỏ ra,POS,5
540,hàng bỏ đi chưa mặc đã thủng,NEG,1
541,vải dom áo ko giống trong hjnh giả_tạo xấu_xí,NEG,1
542,giày đẹp trog tầm giá,POS,4
543,quá đẹp so với giá chị chủ dễ_thương tặng chị cái ảnh,POS,5
544,hàng y mẫu,POS,5
545,mua size s giao size l mác thì size s mác ở quần thì size l bán hàng thế này là cố_tình nhầm size mọi người xem sét trước khi mua shop này nhé,NEG,2
546,giao lâu áo phù_hợp với giá,POS,4
547,so với trên ảnh thì nhìn thật màu có_vẻ nhạt hơn xíu nhưng vẫn đẹp,POS,4
548,chất_lượng sản_phẩm tuyệt_vời shop dễ_thương phục_vụ tốt,POS,5
551,áo dày và hịn lắm ạ chị chủ_shop lại còn tư_vấn nhiệt_tình nữa ) ) ),POS,5
552,áo ko đẹp giống hình lại bị nhỏ mặc không vừa,NEG,1
553,chân_váy đẹp chất vải tốt chưa biết có ra màu không mua hàng ở shop nhiều lần đều ưng_ý hàng có hư_hỏng gì shop cũng hỗ_trợ hết_mình thời_gian giao hàng rất nhanh mất tầm 2 ngày là có hàng,POS,5
555,đóng gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,5
556,rất thích,POS,5
557,thời_gian giao hàng rất nhanh,POS,5
558,đẹp lắm bạn nào ko tin ib tớ cho xem ảnh là ng tiêu_dùng mua đồ hãy xem đánh_giá trước,POS,5
559,màu_sắc k như hình,NEG,2
560,sẽ ủng_hộ shop liên_tục,POS,5
561,đường chỉ may không chắc,NEG,1
562,hàng đẹp,POS,4
563,hàng đẹp đúng y mẫu tks_shop nhìu,POS,5
564,sẽ tiếp_tục ủng_hộ shop dài_dài,POS,5
565,cách shop phục_vụ rất nhiệt_tình,POS,4
566,chất_lượng kém,NEG,1
567,giống hình,POS,5
568,sp chất_lượng hàng như hình soạn hàng nhanh gói hàng cẩn_thận,POS,5
569,form đẹp,POS,5
570,nói_chung là đc_shop à,POS,5
571,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phụ vụ rat chu_đáo cảm_ơn món quà nhỏ của shop,POS,5
572,đóng gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,POS,5
574,cứ gần hết kẹo_mút ghiền là ghé thăm shop sẵn ngay ngày 10/10 có được voucher 10 % với chơi lắc xu mấy ngày cũng gần 18 k mà mua 3 sp kẹo_mút được giảm 10 % nữa chứ mà chỉ có bị cái cho nó tự_động chọn bên vc ko để_ý_tưởng sh 4 h ai_ngờ lại ghtk nên ko được nhận trong ngày sp hsd & nsx rất ok thanks_shop,POS,4
575,hơi buồn cái này thôi còn lại thì ok 4 sao cho shop sau_này rút kinh_nghiệm bán đồ_chơi con_nít bọc nilong lại cho nó đỡ bám bụi,POS,4
577,phân_loại hàng hơi rắc_rối mình k mua được cái muốn mua,NEG,1
578,vải trước đẹp hơn,POS,4
579,mọi người nhớ mua nhiều ở shop hơn nhé,POS,4
580,đáng đồng_tiền,POS,5
583,chất_lượng sản_phẩm tốt thời_gian giao hàng rất nhanh,POS,5
584,dáng xấu,NEG,2
585,rất hài_lòng về quần_lót bầu,POS,4
586,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
587,mặc lên dính sát vào người chứ không đứng áo như trong hình,NEG,2
588,rất đáng tiền,POS,5
589,giao hàng nhanh,POS,5
590,áo đẹp dã_man luôn shop tư_vấn nhiệt_tình,POS,4
591,giao hàng nhanh quần đẹp đáng so với tiền bỏ ra shop nhiệt_tình_yêu shop,POS,5
592,làm bánh cho kh mà làm sai loại bánh vô làm lại thì bánh cháy,NEG,1
593,thời_gian giao hàng nhanh sp k đc như ý,POS,4
595,shop giao thiếu ví này ( ( ( ( và mấy món khác cũng sai màu hơi nhiều,NEG,2
596,hàng quá đẹp so với giá_thành,POS,5
597,hàng y hình,POS,4
598,lạp_xưởng ngon nhìn mỡ vậy_mà khi chiên xong ăn ko bị ngán giá đẹp,POS,5
599,giầy cũng khá đẹp,POS,5
600,hàng y ảnh nha,POS,5
601,thời_gian giao hàng rất chậm,NEG,1
602,so với giá thì vầy là ổn quá rồi 3,POS,5
603,chất_lượng kém vải cứng k mềm đường may ẩu dáng bị hẫng,NEG,2
604,vải mặc mát,POS,5
605,mặc rất thoải_mái,POS,4
606,áo trắng chất_lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra,NEG,1
607,chất vải đẹp,POS,5
608,tiền nào của nấy tất mới mua nhg bị rạn nhỏ,NEG,1
609,good value for money,POS,5
612,chúc shop đắt hàng,POS,5
613,né shop này ra nếu ko mún bực_bội,NEG,1
614,k giống ảnh lắm,NEG,1
615,quần chất mềm khá rẻ và ok,POS,5
616,thời_gian giao hàng rất nhanh rất đáng tiền rất đáng tiền,POS,5
618,mặc rất đẹp đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền,POS,5
620,áo thun chất vải mỏng mát ko mỏng lắm đâu nha ok lắm,POS,5
621,minhk đã nhận được hàng,POS,4
622,đóng gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS,5
623,nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù_shop nhiệt_tình nên xí xóa,POS,4
625,shop phục_vụ rất tốt,POS,5
626,mua về giặt cho hết mùi vải rồi lem tùm luôn,NEG,2
627,sản_phẩm phù_hợp với giá tiền,POS,5
628,chúc shop buôn_bán thuận_lợi và thành_công,POS,5
629,chị chjr còn tặng cho dây_buộc tóc nữa ngàn sao cho shop,POS,5
630,giấy dai,NEG,2
631,vải hơi mỏng y_hình đóng_gói sản_phẩm chắc_chắn phù_hợp giá tiền giao hang nhanh,POS,4
632,dáng áo đẹp hợp với giá tiền,POS,4
633,chất vải mỏng lét thun co_giãn,NEG,2
634,giống 95 % ảnh êm_đẹp ưng,POS,4
635,ao dep,POS,4
636,chất_lượng sản_phẩm tốt giá_cả chấp_nhận được thời_gian giao hàng nhanh,POS,5
637,áo đẹp y hình luôn ạ,POS,5
638,áo đẹp lắm nhaaa mọi ng <3 cứ yên_tâm mua đi ạ,POS,5
639,dép mang rất êm chân,POS,5
640,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn shop phục_vụ rất tốt,POS,5
641,son lên màu đẹp,POS,5
642,giao nhanh,POS,4
643,chất_liệu đẹp,POS,4
644,áo k giống hình lắm,NEG,1
645,sẽ mua lại,POS,5
647,áo ok rộng xíu thì ok hơn,POS,4
648,mũ chất,POS,5
649,lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo_lắng,POS,5
650,hang nhin vay thoi chu luc giao hang thi ko dung voi mo ta,NEG,1
651,đẹp giao nhanh ) ) rẻ ) ) 10 đ,POS,5
652,áo giống_y hình rất vừa,POS,5
653,sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn,NEG,2
654,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
655,mua tận 6 cái cho bọn bạn mà chúng_nó ưng lắm nói_chung là tuyệt_vời,POS,5
656,mua bỉm của shop lần 2 và lần nào cũng ưng sẽ ủng_hộ dài luôn,POS,5
658,thơm,POS,4
659,không đáng tiền,NEG,1
660,đóng gói sản_phẩm chắc_chắn,POS,5
661,mọi người yên_tâm mua đồ ở shop nhé thời_gian giao hàng cũng nhanh nữa,POS,4
662,k đc full bóx chất_lượng sản_phẩm tốt thời_gian giao hàng nhanh đóng_gói sản phầm còn móp méo,NEG,2
663,đóng gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền,POS,5
664,hàng củng tạm đc giao hang cung nhanh nhung cước_phí thì hoi mắt,NEG,2
665,rất đáng tiền,POS,5
666,thời_gian giao hàng rất chậm,NEG,1
667,chúc shop luôn đắt_hàng nhé,POS,4
668,áo đặt nơi giao hàng ngã thất_vọng về shop quá huy vọng shop lần sau rút kinh_nghiệm cho ~ khách_hàng khác kiểm_tra thông_tin trc khi gửi hàng,NEG,2
669,nhưng m đã ghi là chọn hồng chứ kp hồng đậm mà lại gửi hồng đậm cho m,NEG,1
670,xong giao màu khác ko muốn phiền nên ko muốn đổi,NEG,1
671,đóng gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh,POS,4
672,áo k giống hình tay ngắn_shop bán hàng ib k rep ) ) ) chất_lượng sản_phẩm rất kém,NEG,1
673,chất_lượng sản_phẩm tuyệt_vời,POS,5
674,chất_lượng sản_phẩm giống mô_tả,POS,4
676,vải áo rất mềm_mại,POS,5
677,máy uốn rất nhanh duỗi nếp tóc ( (,NEG,2
678,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
679,vải đẹp lắm shop,POS,5
680,shop tư_vấn size quá rộng ống_quần thùng_thình mặc không được,NEG,2
682,cảm_ơn shop,POS,4
683,hơi to xíu nhưng e thích,POS,5
684,công_nhận là rất đẹp ạ 260 k e mua đc 2 cái áo cho ông ck e,POS,5
685,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn ko ngờ áo đẹp như zi vải thì ô sờ kê,POS,5
686,chỉ riêng đợt này rất bất_mãn đồ không giống hình lắm mua màu đỏ lại giao màu đen,NEG,1
687,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh quá tuyệt,POS,5
690,vải đẹp mỏng nhưng k lộ,POS,4
691,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt,POS,5
692,sp quá tệ,NEG,1
693,rất hợp_ý 2 vợ_chồng m rất thích giày đi êm nhẹ chân lắm,POS,5
694,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS,5
695,ổn lắm ạ,POS,4
696,gói hàng chắc_chắn và giao nhanh,POS,4
697,giao sai size đặt cùng size mà giao cái lớn cái nhỏ_xíu,NEG,1
698,đẩy ngực,POS,5
700,5 * có 10 * mình cho luôn ý,POS,5
701,giận,NEG,2
702,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền rất đáng tiền,POS,5
703,mỗi tội đóng_gói k đc đẹp cho lắm nhưng vẫn cho shop 5 sao,POS,5
704,chua xem hàng cơ_mà giao hàng nhanh quá,POS,5
705,hàng mặc lên đẹp lắm shop sẽ ủng_hộ tiếp,POS,5
706,để nguyên cái dây dài cả kilomet hàng thì nhìn đẹp nhưng không biết dùng được bền không nói_chung bán hàng thì nên care khách chút,NEG,2
707,chi co mot dau cap sac thoi ( (,NEG,2
708,coi phim vẫn rất hời lun á,NEG,2
709,rất ưng váy,POS,5
710,size áo ngắn quá k dài như ảnh còn chưa tới đầu_gối nữa,NEG,2
711,shop phục_vụ rất tốt,POS,5
712,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt,POS,5
713,chuẩn ảnh rất ok,POS,5
714,bìa cực đẹp,POS,5
715,thấy da mặt khô hon bớt dầu da minh thuộc da nhạy_cảm nhung dùng rat ok k bị mẩn ngứa,POS,4
716,chất_lượng sản_phẩm tốt,POS,5
717,mk đặt 30 cái mà không mẫu nào giống nhau,POS,5
718,hàng giao nhanh tốt,POS,4
719,áo y hình luôn nhé rất đẹp đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền,POS,5
720,vải thun mềm co_giãn tốt,POS,4
721,chất vải rất đẹp,POS,5
722,thời_gian giao hàng rất nhanh,POS,4
723,chất_lượng sản_phẩm tuyệt_vời,POS,5
725,áo mặc không vừa,NEG,2
727,chất vải hơn mong_đợi,POS,5
728,áo đẹp vải áo mịn và mát hình cò thì hơi vàng,POS,4
729,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền,POS,5
730,áo hơi bó nhưng nhìn_chung là ổn,POS,4
731,50 kg mặc hơi kích vai,NEG,2
732,ok hag đẹp,POS,5
733,đường chỉ may bị lỗi vãi mỏng không giống trong hình mình mua màu trắng_shop lại giao màu đen nói tóm lại shop không uy_tín mình khuyên mọi người khi mua hàng ở shop cần phải cân_nhắc trước khi mua shop làm mình thất_vọng khi mua hàng trên shopee quá,NEG,1
734,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,4
735,giao hàng nhanh mặc_dù anh shiper làm móp cái hộp đựng giày đúng như hình mặc_dù hơi lộ vân keo nói_chung trong tầm giá này thì mình cảm_thấy ổn sẽ ủng_hộ shop nhìu sản_phẩm nữa,POS,4
736,thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
